table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
archive,people_people_resolution_queue_ctb,company_slot_unique_id,text,YES,,3,Identifier for company slot unique.
archive,people_people_resolution_queue_ctb,slot_type,text,YES,,4,"Executive slot type (CEO, CFO, HR, etc.)."
archive,people_people_resolution_queue_ctb,existing_email,text,YES,,5,Existing email. May be NULL.
archive,people_people_resolution_queue_ctb,issue_type,text,YES,,6,Classification type for issue.
archive,people_people_resolution_queue_ctb,priority,integer,YES,,7,Priority. May be NULL.
archive,people_people_resolution_queue_ctb,status,text,YES,,8,Current status of this record.
archive,people_people_resolution_queue_ctb,resolved_contact_id,text,YES,,9,Identifier for resolved contact.
archive,people_people_resolution_queue_ctb,created_at,timestamp without time zone,YES,,10,Timestamp when this record was created.
archive,people_people_resolution_queue_ctb,last_touched_at,timestamp without time zone,YES,,11,Timestamp when last touched occurred.
archive,people_people_resolution_queue_ctb,resolved_at,timestamp without time zone,YES,,12,Timestamp when this issue was resolved.
archive,people_people_resolution_queue_ctb,touched_by,text,YES,,13,Touched by. May be NULL.
archive,people_people_resolution_queue_ctb,assigned_to,text,YES,,14,Assigned to. May be NULL.
archive,people_people_resolution_queue_ctb,notes,text,YES,,15,Free text notes.
archive,people_people_resolution_queue_ctb,error_details,jsonb,YES,,16,JSONB data for error details.
archive,people_people_resolution_queue_ctb,attempt_count,integer,YES,,17,Count of attempt.
archive,people_people_resolution_queue_ctb,ctb_archived_at,timestamp with time zone,YES,,18,Timestamp when ctb archived occurred.
archive,people_people_sidecar_ctb,person_unique_id,character varying,YES,,1,Person identifier. Links to people records.
archive,people_people_sidecar_ctb,clay_insight_summary,text,YES,,2,Clay insight summary. May be NULL.
archive,people_people_sidecar_ctb,clay_segments,ARRAY,YES,,3,Array of clay segments.
archive,people_people_sidecar_ctb,social_profiles,jsonb,YES,,4,JSONB data for social profiles.
archive,people_people_sidecar_ctb,enrichment_payload,jsonb,YES,,5,JSONB data for enrichment payload.
archive,people_people_sidecar_ctb,last_enriched_at,timestamp without time zone,YES,,6,Timestamp when last enriched occurred.
archive,people_people_sidecar_ctb,enrichment_source,text,YES,,7,Enrichment source. May be NULL.
archive,people_people_sidecar_ctb,confidence_score,numeric,YES,,8,Confidence score (0-100).
archive,people_people_sidecar_ctb,created_at,timestamp without time zone,YES,,9,Timestamp when this record was created.
archive,people_people_sidecar_ctb,updated_at,timestamp without time zone,YES,,10,Timestamp of last modification to this record.
archive,people_people_sidecar_ctb,ctb_archived_at,timestamp with time zone,YES,,11,Timestamp when ctb archived occurred.
archive,people_people_staging_ctb,id,integer,YES,,1,Id. May be NULL.
archive,people_people_staging_ctb,source_url_id,uuid,YES,,2,Identifier for source url.
archive,people_people_staging_ctb,company_unique_id,text,YES,,3,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
archive,people_people_staging_ctb,raw_name,text,YES,,4,Name of raw.
archive,people_people_staging_ctb,first_name,character varying,YES,,5,Person first name.
archive,people_people_staging_ctb,last_name,character varying,YES,,6,Person last name.
archive,people_people_staging_ctb,raw_title,text,YES,,7,Raw title. May be NULL.
archive,people_people_staging_ctb,normalized_title,character varying,YES,,8,Normalized title. May be NULL.
archive,people_people_staging_ctb,mapped_slot_type,character varying,YES,,9,Classification type for mapped slot.
archive,people_people_staging_ctb,linkedin_url,character varying,YES,,10,LinkedIn profile URL.
archive,people_people_staging_ctb,email,character varying,YES,,11,Email address.
archive,people_people_staging_ctb,confidence_score,numeric,YES,,12,Confidence score (0-100).
archive,people_people_staging_ctb,status,character varying,YES,,13,Current status of this record.
archive,people_people_staging_ctb,created_at,timestamp without time zone,YES,,14,Timestamp when this record was created.
archive,people_people_staging_ctb,processed_at,timestamp without time zone,YES,,15,Timestamp when processed occurred.
archive,people_people_staging_ctb,ctb_archived_at,timestamp with time zone,YES,,16,Timestamp when ctb archived occurred.
archive,people_person_movement_history_ctb,id,integer,YES,,1,Id. May be NULL.
archive,people_person_movement_history_ctb,person_unique_id,text,YES,,2,Person identifier. Links to people records.
archive,people_person_movement_history_ctb,linkedin_url,text,YES,,3,LinkedIn profile URL.
archive,people_person_movement_history_ctb,company_from_id,text,YES,,4,Identifier for company from.
archive,people_person_movement_history_ctb,company_to_id,text,YES,,5,Identifier for company to.
archive,people_person_movement_history_ctb,title_from,text,YES,,6,Title from. May be NULL.
archive,people_person_movement_history_ctb,title_to,text,YES,,7,Title to. May be NULL.
archive,people_person_movement_history_ctb,movement_type,text,YES,,8,Classification type for movement.
archive,people_person_movement_history_ctb,detected_at,timestamp without time zone,YES,,9,Timestamp when detected occurred.
archive,people_person_movement_history_ctb,raw_payload,jsonb,YES,,10,JSONB data for raw payload.
archive,people_person_movement_history_ctb,created_at,timestamp without time zone,YES,,11,Timestamp when this record was created.
archive,people_person_movement_history_ctb,ctb_archived_at,timestamp with time zone,YES,,12,Timestamp when ctb archived occurred.
archive,people_person_scores_ctb,id,integer,YES,,1,Id. May be NULL.
archive,people_person_scores_ctb,person_unique_id,text,YES,,2,Person identifier. Links to people records.
archive,people_person_scores_ctb,bit_score,integer,YES,,3,CLS/BIT authorization score.
archive,people_person_scores_ctb,confidence_score,integer,YES,,4,Confidence score (0-100).
archive,people_person_scores_ctb,calculated_at,timestamp without time zone,YES,,5,Timestamp when this value was calculated.
archive,people_person_scores_ctb,score_factors,jsonb,YES,,6,JSONB data for score factors.
archive,people_person_scores_ctb,created_at,timestamp without time zone,YES,,7,Timestamp when this record was created.
archive,people_person_scores_ctb,updated_at,timestamp without time zone,YES,,8,Timestamp of last modification to this record.
archive,people_person_scores_ctb,ctb_archived_at,timestamp with time zone,YES,,9,Timestamp when ctb archived occurred.
archive,people_pressure_signals_ctb,signal_id,uuid,YES,,1,Identifier for signal.
archive,people_pressure_signals_ctb,company_unique_id,text,YES,,2,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
archive,people_pressure_signals_ctb,signal_type,character varying,YES,,3,Classification type for signal.
archive,people_pressure_signals_ctb,pressure_domain,USER-DEFINED,YES,,4,Pressure domain. May be NULL.
archive,people_pressure_signals_ctb,pressure_class,USER-DEFINED,YES,,5,Pressure class. May be NULL.
archive,people_pressure_signals_ctb,signal_value,jsonb,YES,,6,JSONB data for signal value.
archive,people_pressure_signals_ctb,magnitude,integer,YES,,7,Magnitude. May be NULL.
archive,people_pressure_signals_ctb,detected_at,timestamp with time zone,YES,,8,Timestamp when detected occurred.
archive,people_pressure_signals_ctb,expires_at,timestamp with time zone,YES,,9,Timestamp when expires occurred.
archive,people_pressure_signals_ctb,correlation_id,uuid,YES,,10,UUID linking this record to the broader operation for audit trail.
archive,people_pressure_signals_ctb,source_record_id,text,YES,,11,Original record ID from the source system.
archive,people_pressure_signals_ctb,created_at,timestamp with time zone,YES,,12,Timestamp when this record was created.
archive,people_pressure_signals_ctb,ctb_archived_at,timestamp with time zone,YES,,13,Timestamp when ctb archived occurred.
archive,people_pressure_signals_ctb,signal_source,text,YES,,14,Signal source. May be NULL.
archive,people_slot_assignment_history_ctb,history_id,bigint,YES,,1,Identifier for history.
archive,people_slot_assignment_history_ctb,event_type,text,YES,,2,Type of audit event.
archive,people_slot_assignment_history_ctb,company_slot_unique_id,text,YES,,3,Identifier for company slot unique.
archive,people_slot_assignment_history_ctb,company_unique_id,text,YES,,4,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
archive,people_slot_assignment_history_ctb,slot_type,text,YES,,5,"Executive slot type (CEO, CFO, HR, etc.)."
archive,people_slot_assignment_history_ctb,person_unique_id,text,YES,,6,Person identifier. Links to people records.
archive,people_slot_assignment_history_ctb,confidence_score,numeric,YES,,7,Confidence score (0-100).
archive,people_slot_assignment_history_ctb,displaced_by_person_id,text,YES,,8,Identifier for displaced by person.
archive,people_slot_assignment_history_ctb,displacement_reason,text,YES,,9,Reason for displacement.
archive,people_slot_assignment_history_ctb,source_system,text,YES,,10,Source system identifier.
archive,people_slot_assignment_history_ctb,event_ts,timestamp with time zone,YES,,11,Event ts. May be NULL.
archive,people_slot_assignment_history_ctb,created_at,timestamp with time zone,YES,,12,Timestamp when this record was created.
archive,people_slot_assignment_history_ctb,original_filled_at,timestamp with time zone,YES,,13,Timestamp when original filled occurred.
archive,people_slot_assignment_history_ctb,tenure_days,integer,YES,,14,Tenure days. May be NULL.
archive,people_slot_assignment_history_ctb,event_metadata,jsonb,YES,,15,JSONB data for event metadata.
archive,people_slot_assignment_history_ctb,ctb_archived_at,timestamp with time zone,YES,,16,Timestamp when ctb archived occurred.
archive,people_slot_history_758429,id,uuid,NO,gen_random_uuid(),1,Id.
archive,people_slot_history_758429,slot_id,uuid,NO,,2,Identifier for slot.
archive,people_slot_history_758429,person_id,uuid,YES,,3,Identifier for person.
archive,people_slot_history_758429,action_type,text,NO,,4,Classification type for action.
archive,people_slot_history_758429,old_status,text,YES,,5,Status of old.
archive,people_slot_history_758429,new_status,text,YES,,6,Status of new.
archive,people_slot_history_758429,source_system,text,YES,,7,Source system identifier.
archive,people_slot_history_758429,scrape_session_id,text,YES,,8,Identifier for scrape session.
archive,people_slot_history_758429,process_id,text,YES,,9,UUID of the pipeline process that created or modified this record.
archive,people_slot_history_758429,unique_id,text,YES,,10,Identifier for unique.
archive,people_slot_history_758429,blueprint_version_hash,text,YES,,11,Blueprint version hash. May be NULL.
archive,people_slot_history_758429,created_at,timestamp without time zone,YES,now(),12,Timestamp when this record was created.
archive,people_slot_history_758429,initiated_by,text,YES,,13,Initiated by. May be NULL.
archive,people_slot_history_758429,notes,text,YES,,14,Free text notes.
archive,people_slot_orphan_snapshot_ctb,snapshot_id,integer,YES,,1,Identifier for snapshot.
archive,people_slot_orphan_snapshot_ctb,company_slot_unique_id,text,YES,,2,Identifier for company slot unique.
archive,people_slot_orphan_snapshot_ctb,company_unique_id,text,YES,,3,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
archive,people_slot_orphan_snapshot_ctb,slot_type,text,YES,,4,"Executive slot type (CEO, CFO, HR, etc.)."
archive,people_slot_orphan_snapshot_ctb,original_outreach_id,uuid,YES,,5,Identifier for original outreach.
archive,people_slot_orphan_snapshot_ctb,derived_outreach_id,uuid,YES,,6,Identifier for derived outreach.
archive,people_slot_orphan_snapshot_ctb,derivation_status,text,YES,,7,Status of derivation.
archive,people_slot_orphan_snapshot_ctb,snapshot_at,timestamp with time zone,YES,,8,Timestamp when snapshot occurred.
archive,people_slot_orphan_snapshot_ctb,archived_at,timestamp with time zone,YES,,9,Timestamp when this record was moved to archive.
archive,people_slot_quarantine_ctb,quarantine_id,integer,YES,,1,Identifier for quarantine.
archive,people_slot_quarantine_ctb,company_slot_unique_id,text,YES,,2,Identifier for company slot unique.
archive,people_slot_quarantine_ctb,company_unique_id,text,YES,,3,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
archive,people_slot_quarantine_ctb,slot_type,text,YES,,4,"Executive slot type (CEO, CFO, HR, etc.)."
archive,people_slot_quarantine_ctb,quarantine_reason,text,YES,,5,Reason for quarantine.
archive,people_slot_quarantine_ctb,quarantined_at,timestamp with time zone,YES,,6,Timestamp when quarantined occurred.
archive,people_slot_quarantine_ctb,archived_at,timestamp with time zone,YES,,7,Timestamp when this record was moved to archive.
archive,people_validation_status_758649,id,uuid,NO,gen_random_uuid(),1,Id.
archive,people_validation_status_758649,person_id,uuid,NO,,2,Identifier for person.
archive,people_validation_status_758649,email,text,NO,,3,Email address.
archive,people_validation_status_758649,validation_provider,text,NO,,4,Validation provider.
archive,people_validation_status_758649,validation_status,text,NO,,5,Status of validation.
archive,people_validation_status_758649,validation_score,numeric,YES,,6,Score for validation.
archive,people_validation_status_758649,validation_reason,text,YES,,7,Reason for validation.
archive,people_validation_status_758649,provider_response,jsonb,YES,,8,JSONB data for provider response.
archive,people_validation_status_758649,validated_at,timestamp without time zone,YES,now(),9,Timestamp when validated occurred.
archive,people_validation_status_758649,validation_cost,numeric,YES,,10,Validation cost. May be NULL.
archive,people_validation_status_758649,process_id,text,YES,,11,UUID of the pipeline process that created or modified this record.
archive,people_validation_status_758649,unique_id,text,YES,,12,Identifier for unique.
archive,people_validation_status_758649,blueprint_version_hash,text,YES,,13,Blueprint version hash. May be NULL.
archive,public_company_758855,company_id,bigint,NO,nextval('archive.company_company_id_seq1'::regclass),1,Identifier for company.
archive,public_company_758855,company,text,NO,,2,Company.
archive,public_company_758855,company_name_for_emails,text,YES,,3,Company name for emails. May be NULL.
archive,public_company_758855,num_employees,integer,YES,,4,Num employees. May be NULL.
archive,public_company_758855,industry,text,YES,,5,Industry classification.
archive,public_company_758855,website,text,YES,,6,Website. May be NULL.
archive,public_company_758855,company_linkedin_url,text,YES,,7,URL for company linkedin.
archive,public_company_758855,facebook_url,text,YES,,8,URL for facebook.
archive,public_company_758855,twitter_url,text,YES,,9,URL for twitter.
archive,public_company_758855,company_street,text,YES,,10,Company street. May be NULL.
archive,public_company_758855,company_city,text,YES,,11,Company city. May be NULL.
archive,public_company_758855,company_state,text,YES,,12,Company state. May be NULL.
archive,public_company_758855,company_country,text,YES,,13,Company country. May be NULL.
archive,public_company_758855,company_postal_code,text,YES,,14,Company postal code. May be NULL.
archive,public_company_758855,company_phone,text,YES,,15,Company phone. May be NULL.
archive,public_company_758855,sic_codes,text,YES,,16,Sic codes. May be NULL.
archive,public_company_758855,founded_year,integer,YES,,17,Founded year. May be NULL.
archive,public_company_758855,created_at,timestamp with time zone,YES,now(),18,Timestamp when this record was created.
archive,public_company_758855,updated_at,timestamp with time zone,YES,now(),19,Timestamp of last modification to this record.
archive,public_company_old_1761317863663,company_id,bigint,NO,nextval('archive.company_company_id_seq_temp_1761317863663'::regclass),1,Identifier for company.
archive,public_company_old_1761317863663,name,text,NO,,2,Name.
archive,public_company_old_1761317863663,website_url,text,YES,,3,Full website URL with protocol.
archive,public_company_old_1761317863663,last_url_refresh_at,timestamp with time zone,YES,,4,Timestamp when last url refresh occurred.
archive,public_company_old_1761317863663,company_name_for_emails,text,YES,,5,Company name for emails. May be NULL.
archive,public_company_old_1761317863663,num_employees,integer,YES,,6,Num employees. May be NULL.
archive,public_company_old_1761317863663,company_linkedin_url,text,YES,,7,URL for company linkedin.
archive,public_company_old_1761317863663,facebook_url,text,YES,,8,URL for facebook.
archive,public_company_old_1761317863663,twitter_url,text,YES,,9,URL for twitter.
archive,public_company_old_1761317863663,company_street,text,YES,,10,Company street. May be NULL.
archive,public_company_old_1761317863663,company_city,text,YES,,11,Company city. May be NULL.
archive,public_company_old_1761317863663,company_state,text,YES,,12,Company state. May be NULL.
archive,public_company_old_1761317863663,company_country,text,YES,,13,Company country. May be NULL.
archive,public_company_old_1761317863663,company_postal_code,text,YES,,14,Company postal code. May be NULL.
archive,public_company_old_1761317863663,company_phone,text,YES,,15,Company phone. May be NULL.
archive,public_company_old_1761317863663,sic_codes,text,YES,,16,Sic codes. May be NULL.
archive,public_company_old_1761317863663,founded_year,integer,YES,,17,Founded year. May be NULL.
archive,public_contact_1761317864059,contact_id,bigint,NO,nextval('archive.contact_contact_id_seq_temp_1761317864059'::regclass),1,Identifier for contact.
archive,public_contact_1761317864059,company_id,bigint,YES,,2,Identifier for company.
archive,public_contact_1761317864059,full_name,text,YES,,3,Person full name.
archive,public_contact_1761317864059,title,text,YES,,4,Job title.
archive,public_contact_1761317864059,email,text,YES,,5,Email address.
archive,public_contact_1761317864059,last_profile_fetch_at,timestamp with time zone,YES,,6,Timestamp when last profile fetch occurred.
archive,public_contact_verification_v2_821030,contact_id,bigint,NO,,1,Identifier for contact.
archive,public_contact_verification_v2_821030,status,text,YES,'gray'::text,2,Current status of this record.
archive,public_contact_verification_v2_821030,last_checked_at,timestamp with time zone,YES,,3,Timestamp when last checked occurred.
archive,public_marketing_company_759486,id,uuid,NO,gen_random_uuid(),1,Id.
archive,public_marketing_company_759486,external_id,text,YES,,2,Identifier for external.
archive,public_marketing_company_759486,company_name,text,NO,,3,Company name.
archive,public_marketing_company_759486,industry,text,YES,,4,Industry classification.
archive,public_marketing_company_759486,employee_count,integer,YES,,5,Approximate employee count.
archive,public_marketing_company_759486,revenue_estimate,text,YES,,6,Revenue estimate. May be NULL.
archive,public_marketing_company_759486,zip_code,text,YES,,7,Zip code. May be NULL.
archive,public_marketing_company_759486,acceptability_score,numeric,YES,,8,Score for acceptability.
archive,public_marketing_company_759486,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP,9,Timestamp when this record was created.
archive,public_marketing_company_759486,description,text,YES,,10,Free text description.
archive,public_marketing_company_759486,employee_size_range,text,YES,,11,Employee size range. May be NULL.
archive,public_marketing_company_759486,company_type,text,YES,,12,Classification type for company.
archive,public_marketing_company_759486,location,text,YES,,13,Location. May be NULL.
archive,public_marketing_company_759486,country,text,YES,,14,Country code.
archive,public_marketing_company_759486,domain,text,YES,,15,Company domain (e.g. acme.com). No protocol prefix.
archive,public_marketing_company_759486,linkedin_url,text,YES,,16,LinkedIn profile URL.
archive,public_marketing_company_759486,competitors,text,YES,,17,Competitors. May be NULL.
archive,public_marketing_company_759486,address,text,YES,,18,Address. May be NULL.
archive,public_marketing_company_759486,funding_stage,text,YES,,19,Funding stage. May be NULL.
archive,public_marketing_company_759486,job_openings,integer,YES,,20,Job openings. May be NULL.
archive,public_marketing_company_759486,street_address,text,YES,,21,Street address. May be NULL.
archive,public_marketing_company_759486,city,text,YES,,22,City name.
archive,public_marketing_company_759486,state,text,YES,,23,US state code.
archive,public_marketing_company_intake_759695,id,integer,NO,nextval('archive.marketing_company_intake_id_seq'::regclass),1,Id.
archive,public_marketing_company_intake_759695,company_name,text,NO,,2,Company name.
archive,public_marketing_company_intake_759695,apollo_url,text,NO,,3,URL for apollo.
archive,public_marketing_company_intake_759695,scrape_status,text,NO,,4,Status of scrape.
archive,public_marketing_company_intake_759695,apollo_url_validated,boolean,NO,false,5,Whether apollo url validated. Boolean.
archive,public_shq_error_log_759910,id,integer,NO,nextval('archive.shq_error_log_id_seq'::regclass),1,Id.
archive,public_shq_error_log_759910,error_id,text,NO,(gen_random_uuid())::text,2,UUID for error tracking across systems (synced to Firebase)
archive,public_shq_error_log_759910,timestamp,timestamp with time zone,NO,now(),3,Timestamp.
archive,public_shq_error_log_759910,last_touched,timestamp with time zone,NO,now(),4,Auto-updated timestamp (via trigger) for resolution tracking
archive,public_shq_error_log_759910,agent_name,text,YES,,5,Name of agent.
archive,public_shq_error_log_759910,process_id,text,YES,,6,"Human-readable process identifier (e.g., ""Enrich Contacts from Apify"")"
archive,public_shq_error_log_759910,unique_id,text,YES,,7,"6-part Barton Doctrine ID (e.g., 04.01.02.05.10000.001)"
archive,public_shq_error_log_759910,severity,text,NO,,8,"Error severity level: info, warning, error, critical (maps to dashboard colors)"
archive,public_shq_error_log_759910,message,text,NO,,9,Message.
archive,public_shq_error_log_759910,stack_trace,text,YES,,10,Python stack trace for debugging.
archive,public_shq_error_log_759910,resolved,boolean,NO,false,11,Whether this issue has been resolved. Boolean.
archive,public_shq_error_log_759910,resolution_notes,text,YES,,12,Resolution notes. May be NULL.
archive,public_shq_error_log_759910,firebase_synced,boolean,NO,false,13,Flag for sync-errors-to-firebase.ts idempotency (prevents duplicate syncs)
archive,public_sn_meeting_ctb,id,uuid,YES,,1,Id. May be NULL.
archive,public_sn_meeting_ctb,created_at,timestamp with time zone,YES,,2,Timestamp when this record was created.
archive,public_sn_meeting_ctb,updated_at,timestamp with time zone,YES,,3,Timestamp of last modification to this record.
archive,public_sn_meeting_ctb,prospect_id,uuid,YES,,4,Identifier for prospect.
archive,public_sn_meeting_ctb,sales_process_id,uuid,YES,,5,Identifier for sales process.
archive,public_sn_meeting_ctb,meeting_number,integer,YES,,6,Meeting number. May be NULL.
archive,public_sn_meeting_ctb,meeting_type,text,YES,,7,Classification type for meeting.
archive,public_sn_meeting_ctb,status,text,YES,,8,Current status of this record.
archive,public_sn_meeting_ctb,scheduled_at,timestamp with time zone,YES,,9,Timestamp when scheduled occurred.
archive,public_sn_meeting_ctb,started_at,timestamp with time zone,YES,,10,Timestamp when this process started.
archive,public_sn_meeting_ctb,completed_at,timestamp with time zone,YES,,11,Timestamp when this process completed.
archive,public_sn_meeting_ctb,notes,text,YES,,12,Free text notes.
archive,public_sn_meeting_ctb,hub_id,text,YES,,13,Identifier for hub.
archive,public_sn_meeting_ctb,archived_at,timestamp with time zone,YES,,14,Timestamp when this record was moved to archive.
archive,public_sn_meeting_outcome_ctb,id,uuid,YES,,1,Id. May be NULL.
archive,public_sn_meeting_outcome_ctb,created_at,timestamp with time zone,YES,,2,Timestamp when this record was created.
archive,public_sn_meeting_outcome_ctb,updated_at,timestamp with time zone,YES,,3,Timestamp of last modification to this record.
archive,public_sn_meeting_outcome_ctb,meeting_id,uuid,YES,,4,Identifier for meeting.
archive,public_sn_meeting_outcome_ctb,outcome_type,text,YES,,5,Classification type for outcome.
archive,public_sn_meeting_outcome_ctb,summary,text,YES,,6,Summary. May be NULL.
archive,public_sn_meeting_outcome_ctb,action_items,jsonb,YES,,7,JSONB data for action items.
archive,public_sn_meeting_outcome_ctb,collected_data,jsonb,YES,,8,JSONB data for collected data.
archive,public_sn_meeting_outcome_ctb,hub_id,text,YES,,9,Identifier for hub.
archive,public_sn_meeting_outcome_ctb,archived_at,timestamp with time zone,YES,,10,Timestamp when this record was moved to archive.
archive,public_sn_prospect_ctb,id,uuid,YES,,1,Id. May be NULL.
archive,public_sn_prospect_ctb,created_at,timestamp with time zone,YES,,2,Timestamp when this record was created.
archive,public_sn_prospect_ctb,updated_at,timestamp with time zone,YES,,3,Timestamp of last modification to this record.
archive,public_sn_prospect_ctb,name,text,YES,,4,Name. May be NULL.
archive,public_sn_prospect_ctb,email,text,YES,,5,Email address.
archive,public_sn_prospect_ctb,phone,text,YES,,6,Phone number.
archive,public_sn_prospect_ctb,source,text,YES,,7,Originating data source system.
archive,public_sn_prospect_ctb,status,text,YES,,8,Current status of this record.
archive,public_sn_prospect_ctb,raw_intake_data,jsonb,YES,,9,JSONB data for raw intake data.
archive,public_sn_prospect_ctb,hub_id,text,YES,,10,Identifier for hub.
archive,public_sn_prospect_ctb,archived_at,timestamp with time zone,YES,,11,Timestamp when this record was moved to archive.
archive,public_sn_sales_process_ctb,id,uuid,YES,,1,Id. May be NULL.
archive,public_sn_sales_process_ctb,created_at,timestamp with time zone,YES,,2,Timestamp when this record was created.
archive,public_sn_sales_process_ctb,updated_at,timestamp with time zone,YES,,3,Timestamp of last modification to this record.
archive,public_sn_sales_process_ctb,prospect_id,uuid,YES,,4,Identifier for prospect.
archive,public_sn_sales_process_ctb,current_meeting,integer,YES,,5,Current meeting. May be NULL.
archive,public_sn_sales_process_ctb,overall_status,text,YES,,6,Status of overall.
archive,public_sn_sales_process_ctb,started_at,timestamp with time zone,YES,,7,Timestamp when this process started.
archive,public_sn_sales_process_ctb,completed_at,timestamp with time zone,YES,,8,Timestamp when this process completed.
archive,public_sn_sales_process_ctb,final_outcome,text,YES,,9,Final outcome. May be NULL.
archive,public_sn_sales_process_ctb,hub_id,text,YES,,10,Identifier for hub.
archive,public_sn_sales_process_ctb,archived_at,timestamp with time zone,YES,,11,Timestamp when this record was moved to archive.
archive,public_storage_evaluation_focus_states_760118,state_code,text,YES,,1,2-character US state abbreviation.
archive,public_storage_evaluation_focus_states_760118,county_name,text,YES,,2,Name of county.
archive,public_storage_evaluation_focus_states_760118,zip_code,character,YES,,3,Zip code. May be NULL.
archive,public_storage_evaluation_focus_states_760118,population,integer,YES,,4,Population. May be NULL.
archive,public_storage_evaluation_focus_states_760118,population_density,real,YES,,5,Population density. May be NULL.
archive,public_storage_evaluation_focus_states_760118,median_household_income,integer,YES,,6,Median household income. May be NULL.
archive,public_storage_evaluation_focus_states_760118,percent_renters,real,YES,,7,Percent renters. May be NULL.
archive,public_storage_evaluation_focus_states_760118,housing_growth_score,real,YES,,8,Score for housing growth.
archive,public_storage_evaluation_focus_states_760118,permits_last_3_years,integer,YES,,9,Permits last 3 years. May be NULL.
archive,public_storage_evaluation_focus_states_760118,storage_density_score,real,YES,,10,Score for storage density.
archive,public_storage_evaluation_focus_states_760118,container_zoning_allowed,boolean,YES,,11,Whether container zoning allowed. Boolean.
archive,public_storage_evaluation_focus_states_760118,phase_0_passed,boolean,YES,,12,Whether phase 0 passed. Boolean.
archive,public_storage_evaluation_focus_states_760118,phase_1_passed,boolean,YES,,13,Whether phase 1 passed. Boolean.
archive,public_storage_evaluation_focus_states_760118,phase_2_passed,boolean,YES,,14,Whether phase 2 passed. Boolean.
archive,public_storage_evaluation_focus_states_760118,last_updated,timestamp with time zone,YES,,15,Last updated. May be NULL.
archive,public_storage_evaluation_focus_states_760118,zip,integer,YES,,16,Zip. May be NULL.
archive,public_storage_evaluation_focus_states_760118,lat,real,YES,,17,Lat. May be NULL.
archive,public_storage_evaluation_focus_states_760118,lng,real,YES,,18,Lng. May be NULL.
archive,public_storage_evaluation_focus_states_760118,city,character varying,YES,,19,City name.
archive,public_storage_evaluation_focus_states_760118,state_id,character varying,YES,,20,Identifier for state.
archive,public_storage_evaluation_focus_states_760118,state_name,character varying,YES,,21,Name of state.
archive,public_storage_evaluation_focus_states_760118,zcta,boolean,YES,,22,Whether zcta. Boolean.
archive,public_storage_evaluation_focus_states_760118,parent_zcta,integer,YES,,23,Parent zcta. May be NULL.
archive,public_storage_evaluation_focus_states_760118,density,real,YES,,24,Density. May be NULL.
archive,public_storage_evaluation_focus_states_760118,county_fips,integer,YES,,25,County fips. May be NULL.
archive,public_storage_evaluation_focus_states_760118,county_weights,character varying,YES,,26,County weights. May be NULL.
archive,public_storage_evaluation_focus_states_760118,county_names_all,character varying,YES,,27,County names all. May be NULL.
archive,public_storage_evaluation_focus_states_760118,county_fips_all,character varying,YES,,28,County fips all. May be NULL.
archive,public_storage_evaluation_focus_states_760118,imprecise,boolean,YES,,29,Whether imprecise. Boolean.
archive,public_storage_evaluation_focus_states_760118,military,boolean,YES,,30,Whether military. Boolean.
archive,public_storage_evaluation_focus_states_760118,timezone,character varying,YES,,31,Timezone. May be NULL.
archive,public_storage_evaluation_focus_states_760118,age_median,real,YES,,32,Age median. May be NULL.
archive,public_storage_evaluation_focus_states_760118,male,real,YES,,33,Male. May be NULL.
archive,public_storage_evaluation_focus_states_760118,female,real,YES,,34,Female. May be NULL.
archive,public_storage_evaluation_focus_states_760118,married,real,YES,,35,Married. May be NULL.
archive,public_storage_evaluation_focus_states_760118,family_size,real,YES,,36,Family size. May be NULL.
archive,public_storage_evaluation_focus_states_760118,income_household_median,integer,YES,,37,Income household median. May be NULL.
archive,public_storage_evaluation_focus_states_760118,income_household_six_figure,real,YES,,38,Income household six figure. May be NULL.
archive,public_storage_evaluation_focus_states_760118,home_ownership,real,YES,,39,Home ownership. May be NULL.
archive,public_storage_evaluation_focus_states_760118,home_value,integer,YES,,40,Home value. May be NULL.
archive,public_storage_evaluation_focus_states_760118,rent_median,integer,YES,,41,Rent median. May be NULL.
archive,public_storage_evaluation_focus_states_760118,education_college_or_above,real,YES,,42,Education college or above. May be NULL.
archive,public_storage_evaluation_focus_states_760118,labor_force_participation,integer,YES,,43,Labor force participation. May be NULL.
archive,public_storage_evaluation_focus_states_760118,unemployment_rate,real,YES,,44,Unemployment rate. May be NULL.
archive,public_storage_evaluation_focus_states_760118,race_white,real,YES,,45,Race white. May be NULL.
archive,public_storage_evaluation_focus_states_760118,race_black,real,YES,,46,Race black. May be NULL.
archive,public_storage_evaluation_focus_states_760118,race_asian,real,YES,,47,Race asian. May be NULL.
archive,public_storage_evaluation_focus_states_760118,race_native,integer,YES,,48,Race native. May be NULL.
archive,public_storage_evaluation_focus_states_760118,race_pacific,integer,YES,,49,Race pacific. May be NULL.
